SEQ,DATE,TIME,FLOCKNAME,FLOCK,TREATMENT,RAPTOR,FOCALBIRD,SEX,VEG,HEIGHT,PREDDIST,PRED ANGLE,OBS DIST,PRED PERCH HEIGHT,FB FLIGHT ANGLE,SPALARMCALL,ALARM CALLER DISTANCE,FLIGHT DISTANCE,Alarm_Call,NoAlarmCall,Alarm Latency Focal Bird,Focal Bird,NonFocal Bird,TRIAL,Alarm Total,Urgent Total,SIZE
3,24-Jun-16,9:05,CAP2,3,FALCO NEAR,FAFE,THSY,F,COVERED,3,8,20,13,NP,NA,THSY,NA,13,0,1,NA,1,0,BEFORE,0,0,NA
4,24-Jun-16,9:05,CAP2,3,FALCO NEAR,FAFE,THSY,F,COVERED,3,8,20,13,NP,NA,THSY,NA,13,0,1,NA,1,0,POST,0,0,NA
178,11-Jul-16,9:03,ST,13,FAFE FAR,FAFE,THSY,M,COVERED,2,11,90,11,9,NA,THSY,NA,75,0,1,NA,1,0,BEFORE,1,0,NA
179,11-Jul-16,9:03,ST,13,FAFE FAR,FAFE,THSY,M,COVERED,2,11,90,11,9,NA,THSY,NA,75,1,0,1.51,1,0,POST,9,5,NA
94,4-Jul-16,9:02,AH,1,PAUN FAR,PAUN,THSY,,OPEN,5,10,0,11,0,0,THSY,NA,1,0,1,NA,1,0,BEFORE,0,0,large
95,4-Jul-16,9:02,AH,1,PAUN FAR,PAUN,THSY,,OPEN,5,10,0,11,0,0,THSY,NA,1,0,1,0,1,0,POST,0,0,large
311,21-Jul-16,9:00,TNT,14,ACBI NEAR,ACBI,THAR,F,CLOSED,3,0.5,5,12,0,6,THAR,NA,19,0,1,NA,1,0,BEFORE,0,0,small
312,21-Jul-16,9:00,TNT,14,ACBI NEAR,ACBI,THAR,F,CLOSED,3,0.5,5,12,0,6,THAR,NA,19,1,0,NA,1,0,POST,0,0,small
32,28-Jun-16,9:00,TNT,14,ACBI FAR,ACBI,THAR,M,COVERED,6,10,60,14,11,NA,THAR  ,NA,10,0,1,NA,1,0,BEFORE,0,0,small
33,28-Jun-16,9:00,TNT,14,ACBI FAR,ACBI,THAR,M,COVERED,6,10,60,14,11,NA,THAR  ,NA,10,1,0,0.511,1,0,POST,4,4,small
68,1-Jul-16,8:57,YO,16,PAUN MED,PAUN,THSY,F,OPEN,4,7,90,9,4,NA,THSY,NA,NA,0,1,NA,1,0,BEFORE,0,0,large
69,1-Jul-16,8:57,YO,16,PAUN MED,PAUN,THSY,F,OPEN,4,7,90,9,4,NA,THSY,NA,NA,0,1,0.628,1,0,POST,0,0,large
293,20-Jul-16,8:50,ROSY,12,FAFE FAR,FAFE,THSY,F,COVERED,12,14,90,14,3,12,THSY,NA,30,0,1,NA,1,0,BEFORE,0,0,NA
294,20-Jul-16,8:50,ROSY,12,FAFE FAR,FAFE,THSY,F,COVERED,12,14,90,14,3,12,THSY,NA,30,1,0,1.56,1,0,POST,13,10,NA
220,15-Jul-16,8:44,WR,15,FAFE NEAR,FAFE,THAR,F,OPEN,5,3.5,0,15,10,NA,THAR,NA,40,0,1,0,1,0,BEFORE,0,0,NA
221,15-Jul-16,8:44,WR,15,FAFE NEAR,FAFE,THAR,F,OPEN,5,3.5,0,15,10,NA,THAR,NA,40,1,0,0.577,1,0,POST,2,2,NA
214,14-Jul-16,8:41,AH,1,PAUN MED,PAUN,THAR,F,OPEN,3,8,0,14,4,NA,THAR,NA,6,0,1,NA,1,0,BEFORE,0,0,large
215,14-Jul-16,8:41,AH,1,PAUN MED,PAUN,THAR,F,OPEN,3,8,0,14,4,NA,THAR,NA,6,0,1,NA,1,0,POST,0,0,large
176,11-Jul-16,8:34,GB,5,FAFE MED,FAFE,THAR,M,COVERED,2.5,6.5,30,9,10,NA,THAR,NA,18,0,1,NA,1,0,BEFORE,0,0,NA
177,11-Jul-16,8:34,GB,5,FAFE MED,FAFE,THAR,M,COVERED,2.5,6.5,30,9,10,NA,THAR,NA,18,0,1,NA,1,0,POST,0,0,NA
204,13-Jul-16,8:32,RED,10,FAFE MED,FAFE,THAR,F,OPEN,3,6,30,10,10,NA,THAR,20,13,0,1,NA,1,0,BEFORE,0,0,NA
205,13-Jul-16,8:32,RED,10,FAFE MED,FAFE,THAR,F,OPEN,3,6,30,10,10,NA,THAR,20,13,0,1,NA,1,0,POST,0,0,NA
92,4-Jul-16,8:30,CAP2,3,PAUN NEAR,PAUN,THSY,,OPEN,4,2.5,0,14,4,5,THSY,NA,11.5,0,1,NA,1,0,BEFORE,0,0,large
93,4-Jul-16,8:30,CAP2,3,PAUN NEAR,PAUN,THSY,,OPEN,4,2.5,0,14,4,5,THSY,NA,11.5,1,0,1.346,1,0,POST,11,1,large
53,30-Jun-16,8:28,WR,15,ACBI NEAR,ACBI,THAR,M,COVERED,5,3,10,15,6,5,THAR,NA,13,0,1,NA,1,0,BEFORE,1,0,small
54,30-Jun-16,8:28,WR,15,ACBI NEAR,ACBI,THAR,M,COVERED,5,3,10,15,6,5,THAR,NA,13,0,1,5.2,1,0,POST,0,0,small
333,23-Jul-16,8:26,ROSY,12,PAUN NEAR,PAUN,THSY,F,COVERD,8,3,0,9,2.5,5,THSY,NA,6,0,1,NA,1,0,BEFORE,0,0,large
334,23-Jul-16,8:26,ROSY,12,PAUN NEAR,PAUN,THSY,F,COVERD,8,3,0,9,2.5,5,THSY,NA,6,0,1,3.927,1,0,POST,6,0,large
159,9-Jul-16,8:24,PLATFORM,9,ACBI FAR,ACBI,THSY,F,COVERED,3,12,90,15,4,NA,THSY,NA,11,0,1,NA,1,0,BEFORE,0,0,small
160,9-Jul-16,8:24,PLATFORM,9,ACBI FAR,ACBI,THSY,F,COVERED,3,12,90,15,4,NA,THSY,NA,11,1,0,0.627,1,0,POST,15,5,small
105,5-Jul-16,8:17,RED,10,FAFE MED,FAFE,THAR,F,OPEN,11,0,15,12,6,,THAR,NA,15,0,1,NA,1,0,BEFORE,0,0,NA
106,5-Jul-16,8:17,RED,10,FAFE MED,FAFE,THAR,F,OPEN,11,0,15,12,6,,THAR,NA,15,1,0,1.478,1,0,POST,9,9,NA
44,29-Jun-16,8:12,YO,16,PAUN FAR,PAUN,THSY,,,9,7,0,13,5,NA,THSY,NA,6.5,0,1,NA,1,0,BEFORE,0,0,large
45,29-Jun-16,8:12,YO,16,PAUN FAR,PAUN,THSY,,,9,7,0,13,5,NA,THSY,NA,6.5,0,1,NA,1,0,POST,0,0,large
122,6-Jul-16,8:10,AH,1,PAUN MED,PAUN,THSY,M,OPEN,3,7,10,12,NA,NA,THSY,NA,5,0,1,NA,1,0,BEFORE,6,0,large
123,6-Jul-16,8:10,AH,1,PAUN MED,PAUN,THSY,M,OPEN,3,7,10,12,NA,NA,THSY,NA,5,0,1,NA,1,0,POST,0,0,large
27,27-Jun-16,8:08,GB,5,PAUN FAR,PAUN,THAR,F,COVERED,5,9,90,9,3,NA,THAR,NA,7,0,1,NA,1,0,BEFORE,1,1,large
28,27-Jun-16,8:08,GB,5,PAUN FAR,PAUN,THAR,F,COVERED,5,9,90,9,3,NA,THAR,NA,7,0,1,4.3,1,0,POST,1,0,large
66,1-Jul-16,7:56,ROSY,12,PAUN MED,PAUN,THAR,F,OPEN,13,6.5,0,10,8,NA,THAR,NA,16,0,1,NA,1,0,BEFORE,0,0,large
67,1-Jul-16,7:56,ROSY,12,PAUN MED,PAUN,THAR,F,OPEN,13,6.5,0,10,8,NA,THAR,NA,16,1,0,0.218,1,0,POST,9,9,large
143,8-Jul-16,7:53,GB,5,FAFE NEAR,FAFE,THAR,F,OPEN,13,2,0,13,13,4,THAR,NA,12,0,1,NA,1,0,BEFORE,0,0,NA
144,8-Jul-16,7:53,GB,5,FAFE NEAR,FAFE,THAR,F,OPEN,13,2,0,13,13,4,THAR,NA,12,0,1,NA,1,0,POST,0,0,NA
156,9-Jul-16,7:50,AH,1,ACBI NEAR,ACBI,THSY,F,COVERED,6,3,20,12,7,5,THSY,NA,12,0,1,NA,1,0,BEFORE,0,0,small
157,9-Jul-16,7:50,AH,1,ACBI NEAR,ACBI,THSY,F,COVERED,6,3,20,12,7,5,THSY,NA,12,1,0,1.02,1,0,POST,13,0,small
158,9-Jul-16,7:50,AH,1,ACBI NEAR,ACBI,THSY,F,COVERED,6,3,20,12,7,5,THSY,NA,12,1,0,NA,1,1,POST,7,0,small
367,20-Jun-16,7:48,MONKARI,7,FAFE NEAR,FAFE,THAR,M,OPEN,9,3,90,13,NA,NA,THAR,NA,4,1,0,0.257,1,0,POST,7,5,NA
82,2-Jul-16,7:47,YO,16,FAFE NEAR,FAFE,THSY,F,COVERED,4,2.5,10,12,4,NA,THSY,NA,9,0,1,NA,1,0,BEFORE,0,0,NA
83,2-Jul-16,7:47,YO,16,FAFE NEAR,FAFE,THSY,F,COVERED,4,2.5,10,12,4,NA,THSY,NA,9,1,0,0.69,1,0,POST,6,6,NA
84,2-Jul-16,7:47,YO,16,FAFE NEAR,FAFE,THSY,F,COVERED,4,2.5,10,12,4,NA,THSY,NA,9,0,1,2.07,0,1,POST,2,0,NA
174,11-Jul-16,7:40,TNT,14,FAFE FAR,FAFE,THAR,F,OPEN,2,10,25,15,2.5,NA,THAR,NA,8,0,1,NA,1,0,BEFORE,0,0,NA
175,11-Jul-16,7:40,TNT,14,FAFE FAR,FAFE,THAR,F,OPEN,2,10,25,15,2.5,NA,THAR,NA,8,1,0,0.216,1,0,POST,3,3,NA
308,21-Jul-16,7:35,RED,10,ACBI NEAR,ACBI,THAR,F,OPEN,5,1,0,10,6,5,THAR,NA,16,0,1,NA,1,0,BEFORE,0,0,small
309,21-Jul-16,7:35,RED,10,ACBI NEAR,ACBI,THAR,F,OPEN,5,1,0,10,6,5,THAR,NA,16,0,1,NA,1,0,POST,0,0,small
202,13-Jul-16,7:31,RO,11,FAFE NEAR,FAFE,THAR,F,CLOSED,5,2.5,90,12,NA,7,THAR,3,50,0,1,NA,1,0,BEFORE,0,0,NA
203,13-Jul-16,7:31,RO,11,FAFE NEAR,FAFE,THAR,F,CLOSED,5,2.5,90,12,NA,7,THAR,3,50,1,0,1.555,1,0,POST,5,4,NA
120,6-Jul-16,7:30,CAPTIN,4,PAUN MED,PAUN,THSY,M,COVERED,3,7,10,12,5,8,THSY,NA,5,0,1,NA,1,0,BEFORE,0,0,large
121,6-Jul-16,7:30,CAPTIN,4,PAUN MED,PAUN,THSY,M,COVERED,3,7,10,12,5,8,THSY,NA,5,0,1,NA,1,0,POST,0,0,large
51,30-Jun-16,7:26,CAP2,3,ACBI NEAR,ACBI,THSY,M,OPEN,6,3,0,18,13,5,THSY,NA,20,0,1,NA,1,0,BEFORE,0,0,small
52,30-Jun-16,7:26,CAP2,3,ACBI NEAR,ACBI,THSY,M,OPEN,6,3,0,18,13,5,THSY,NA,20,1,0,0.445,1,0,POST,6,6,small
25,27-Jun-16,7:25,RED,10,PAUN MED,PAUN,THAR,M,OPEN,3,5,45,7,0,NA,THAR,NA,5,0,1,NA,1,0,BEFORE,0,0,large
26,27-Jun-16,7:25,RED,10,PAUN MED,PAUN,THAR,M,OPEN,3,5,45,7,0,NA,THAR,NA,5,0,1,0.558,1,0,POST,1,1,large
347,14-Jun-16,7:12,BY,2,CONTROL,CONTROL,THAR,M,OPEN,4,3,10,13,,,THAR,NA,10,0,1,NA,1,0,BEFORE,3,0,NA
348,14-Jun-16,7:12,BY,2,CONTROL,CONTROL,THAR,M,OPEN,4,3,10,13,,,THAR,NA,10,0,1,NA,1,0,POST,1,0,NA
236,16-Jul-16,7:10,ST,13,PAUN MED,PAUN,THSY,M,COVERED,4,8,30,9,3,6,THSY,NA,5,0,1,NA,1,0,BEFORE,0,0,large
237,16-Jul-16,7:10,ST,13,PAUN MED,PAUN,THSY,M,COVERED,4,8,30,9,3,6,THSY,NA,5,0,1,NA,1,0,POST,0,0,large
212,14-Jul-16,7:09,BY,2,PAUN NEAR,PAUN,THAR,F,OPEN,3,1.5,90,5,6,5,THAR,NA,NA,0,1,0,1,0,BEFORE,0,0,large
213,14-Jul-16,7:09,BY,2,PAUN NEAR,PAUN,THAR,F,OPEN,3,1.5,90,5,6,5,THAR,NA,NA,1,0,0.223,1,0,POST,1,1,large
269,19-Jul-16,7:08,ST,13,PAUN FAR,PAUN,THSY,M,COVERD,1.5,11,80,11,4,4,THSY,NA,11,1,0,0.864,1,0,POST,2,1,large
1,24-Jun-16,7:06,AH,1,FALCO MED,FAFE,THSY,M,OPEN,3,3,30,13,20,4,THSY,NA,20,0,1,NA,1,0,BEFORE,0,0,NA
2,24-Jun-16,7:06,AH,1,FALCO MED,FAFE,THSY,M,OPEN,3,3,30,13,20,4,THSY,NA,20,1,0,1.104,1,0,POST,9,2,NA
139,8-Jul-16,7:03,RED,10,FAFE NEAR,FAFE,THAR,F,COVERED,3,3,25,12,FLIGHT,NA,THAR,NA,40,0,1,NA,1,0,BEFORE,0,0,NA
140,8-Jul-16,7:03,RED,10,FAFE NEAR,FAFE,THAR,F,COVERED,3,3,25,12,FLIGHT,NA,THAR,NA,40,0,1,2.19,1,0,POST,1,1,NA
141,8-Jul-16,7:03,RED,10,FAFE NEAR,FAFE,THAR,F,COVERED,3,3,25,12,FLIGHT,NA,THAR,NA,40,0,1,NA,0,1,BEFORE,NA,NA,NA
142,8-Jul-16,7:03,RED,10,FAFE NEAR,FAFE,THAR,F,COVERED,3,3,25,12,FLIGHT,NA,THAR,NA,40,1,0,0.6,0,1,POST,NA,NA,NA
345,20-Jun-16,7:01,BY,2,FAFE MED,FAFE,THAR,F,,8,7,40,12,NA,NA,THAR,NA,NA,0,1,NA,1,0,BEFORE,0,0,NA
346,20-Jun-16,7:01,BY,2,FAFE MED,FAFE,THAR,F,,8,7,40,12,NA,NA,THAR,NA,NA,0,1,0.878,1,0,POST,1,1,NA
306,21-Jul-16,7:00,ST,13,ACBI FAR,ACBI,THSY,M,COVERD,1.5,9,90,7,4,5,THSY,NA,13,0,1,NA,1,0,BEFORE,0,0,small
307,21-Jul-16,7:00,ST,13,ACBI FAR,ACBI,THSY,M,COVERD,1.5,9,90,7,4,5,THSY,NA,13,1,0,2.638,1,0,POST,3,0,small
64,1-Jul-16,6:59,RO,11,PAUN MED,PAUN,THAR,F,OPEN,3,6,10,13,6,7,THAR,NA,11,0,1,NA,1,0,BEFORE,0,0,large
65,1-Jul-16,6:59,RO,11,PAUN MED,PAUN,THAR,F,OPEN,3,6,10,13,6,7,THAR,NA,11,0,1,0.519,1,0,POST,2,0,large
80,2-Jul-16,6:56,GY,6,FAFE MED,FAFE,THAR,M,OPEN,9,6,45,17,6,8,THAR,NA,9,0,1,NA,1,0,BEFORE,0,0,NA
81,2-Jul-16,6:56,GY,6,FAFE MED,FAFE,THAR,M,OPEN,9,6,45,17,6,8,THAR,NA,9,1,0,2.559,1,0,POST,3,3,NA
375,1-Jul-16,6:56,RO,11,PAUN NEAR,PAUN,THAR,F,NA,NA,6,NA,NA,NA,NA,THAR,NA,NA,0,1,NA,1,0,BEFORE,0,0,large
376,1-Jul-16,6:56,RO,11,PAUN NEAR,PAUN,THAR,F,NA,NA,6,NA,NA,NA,NA,THAR,NA,NA,1,0,0.959,1,0,POST,4,4,large
15,28-Jun-16,6:55,ROSY,12,ACBI FAR,ACBI,THSY,M,OPEN,9,11,NA,15,5,NA,THSY,5,11,0,1,NA,0,1,BEFORE,0,0,small
16,28-Jun-16,6:55,ROSY,12,ACBI FAR,ACBI,THSY,M,OPEN,9,11,NA,15,5,NA,THSY,5,11,1,0,0.347,0,1,POST,10,9,small
385,17-Jun-16,6:52,WR,15,PAUN FAR,PAUN,THAR,F,OPEN,5,4,90,15,5,NA,THAR,NA,8,0,1,NA,1,0,BEFORE,0,0,large
386,17-Jun-16,6:52,WR,15,PAUN FAR,PAUN,THAR,F,OPEN,5,4,90,15,5,NA,THAR,NA,8,0,1,NA,1,0,POST,0,0,large
154,9-Jul-16,6:50,CAPTIN,4,CONTROL,CONTROL,THSY,M,COVERED,8,10,10,19,10,NA,THSY,NA,10,0,1,NA,1,0,BEFORE,1,0,NA
155,9-Jul-16,6:50,CAPTIN,4,CONTROL,CONTROL,THSY,M,COVERED,8,10,10,19,10,NA,THSY,NA,10,0,1,3.45,1,0,POST,10,0,NA
171,11-Jul-16,6:50,RO,11,FAFE MED,FAFE,THAR,F,OPEN,4,5.5,10,12,10,NA,THAR,NA,15,0,1,NA,1,0,BEFORE,0,0,NA
172,11-Jul-16,6:50,RO,11,FAFE MED,FAFE,THAR,F,OPEN,4,5.5,10,12,10,NA,THAR,NA,15,0,1,NA,1,0,POST,0,0,NA
173,11-Jul-16,6:50,RO,11,FAFE MED,FAFE,THAR,F,OPEN,4,5.5,10,12,10,NA,THAR,NA,15,1,0,1.177,0,1,POST,NA,NA,NA
248,18-Jul-16,6:43,BY,2,FAFE NEAR,FAFE,THAR,F,OPEN,6.5,2,7, ,5,10,THAR,NA,40,1,0,0.148,1,0,POST,18,18,NA
331,23-Jul-16,6:42,WR,15,PAUN MED,PAUN,THAR,F,OPEN,2,6,0,15,0,2,THAR,NA,8,0,1,NA,1,0,BEFORE,1,0,large
332,23-Jul-16,6:42,WR,15,PAUN MED,PAUN,THAR,F,OPEN,2,6,0,15,0,2,THAR,NA,8,0,1,4.381,1,0,POST,1,1,large
78,2-Jul-16,6:32,MONKARI,7,FALCO FAR,FAFE,THAR,F,OPEN,4,14,90,14,GROUND,NA,THAR,NA,10,0,1,NA,1,0,BEFORE,1,0,NA
79,2-Jul-16,6:32,MONKARI,7,FALCO FAR,FAFE,THAR,F,OPEN,4,14,90,14,GROUND,NA,THAR,NA,10,0,1,1.2,1,0,POST,1,0,NA
118,6-Jul-16,6:32,WR,15,PAUN FAR,PAUN,THAR,M,CLOSED,3,11,0,18,5,NA,THAR,11,6,0,1,NA,1,0,BEFORE,0,0,large
119,6-Jul-16,6:32,WR,15,PAUN FAR,PAUN,THAR,M,CLOSED,3,11,0,18,5,NA,THAR,11,6,0,1,NA,1,0,POST,0,0,large
372,22-Jun-16,6:22,RO,11,ACBI NEAR,ACBI,THAR,M,OPEN,4,3,10,12,13,NA,THAR,NA,19,0,1,NA,1,0,BEFORE,0,0,small
373,22-Jun-16,6:22,RO,11,ACBI NEAR,ACBI,THAR,M,OPEN,4,3,10,12,13,NA,THAR,NA,19,0,1,NA,1,0,POST,0,0,small
374,22-Jun-16,6:22,RO,11,ACBI NEAR,ACBI,THAR,M,OPEN,4,3,10,12,13,NA,THAR,NA,19,1,0,1.1,0,1,POST,2,2,small
17,25-Jun-16,6:21,RED,10,ACBI FAR,ACBI,THAR,M,OPEN,13,10,90,12,5,NA,THAR,6,NA,0,1,NA,1,0,BEFORE,1,0,small
18,25-Jun-16,6:21,RED,10,ACBI FAR,ACBI,THAR,M,OPEN,13,10,90,12,5,NA,THAR,6,NA,1,0,0.24,1,0,POST,5,4,small
351,21-Jun-16,6:21,GB,5,PAUN NEAR,PAUN,THAR,F,OPEN,,4,0,11,10,NA,THAR,NA,7,0,1,NA,1,0,BEFORE,0,0,large
352,21-Jun-16,6:21,GB,5,PAUN NEAR,PAUN,THAR,F,OPEN,,4,0,11,10,NA,THAR,NA,7,0,1,NA,1,0,POST,0,0,large
353,21-Jun-16,6:21,GB,5,PAUN NEAR,PAUN,THAR,F,OPEN,,4,0,11,10,NA,THAR,NA,7,1,0,Flight Call Alarm,0,1,POST,3,3,large
356,22-Jun-16,,GY,6,ACBI MED,ACBI,THAR,M,OPEN,6,5,30,12,8,NA,THAR,NA,NA,0,1,NA,1,0,BEFORE,0,0,small
357,22-Jun-16,,GY,6,ACBI MED,ACBI,THAR,M,OPEN,6,5,30,12,8,NA,THAR,NA,NA,1,0,0.795,1,0,POST,6,5,small
60,30-Jun-16,,ROSY,12,ACBI NEAR,ACBI,THSY,M,COVERED,4,2,10,10,GROUND,NA,THSY,NA,10,0,1,NA,1,0,BEFORE,8,0,small
61,30-Jun-16,,ROSY,12,ACBI NEAR,ACBI,THSY,M,COVERED,4,2,10,10,GROUND,NA,THSY,NA,10,0,1,0.37,1,0,POST,10,0,small
184,11-Jul-16,,CAPTIN,4,ACBI NEAR,ACBI,THSY,F,OPEN,7,3,0,15,5,12,THSY,NA,13,0,1,NA,1,0,BEFORE,0,0,small
185,11-Jul-16,,CAPTIN,4,ACBI NEAR,ACBI,THSY,F,OPEN,7,3,0,15,5,12,THSY,NA,13,1,0,0.532,1,0,POST,8,4,small
249,18-Jul-16,,WR,15,CONTROL,CONTROL,THAR,F,CLOSED,6,5,0,7,NA,11,THAR,NA,7,0,1,NA,1,0,BEFORE,2,2,NA
250,18-Jul-16,,WR,15,CONTROL,CONTROL,THAR,F,CLOSED,6,5,0,7,NA,11,THAR,NA,7,0,1,3.8,1,0,POST,2,2,NA
102,5-Jul-16,,TNT,14,FAFE NEAR,FAFE,THAR,M,OPEN,6,2,5,11,13,4,THAR,6,19,0,1,NA,1,0,BEFORE,0,0,NA
103,5-Jul-16,,TNT,14,FAFE NEAR,FAFE,THAR,M,OPEN,6,2,5,11,13,4,THAR,6,19,1,0,0.328,1,0,POST,3,3,NA
104,5-Jul-16,,TNT,14,FAFE NEAR,FAFE,THAR,M,OPEN,6,2,5,11,13,4,THAR,6,19,1,0,0.737,0,1,POST,6,6,NA
295,20-Jul-16,,O,8,FAFE NEAR,FAFE,THSY,M,OPEN,9,2.5,30,12,2,8,THSY,NA,30,0,1,NA,1,0,BEFORE,0,0,NA
296,20-Jul-16,,O,8,FAFE NEAR,FAFE,THSY,M,OPEN,9,2.5,30,12,2,8,THSY,NA,30,1,0,0.813,1,0,POST,8,4,NA
358,20-Jun-16,,GY,6,PAUN NEAR,PAUN,THAR,M,,9,3,8,7,4,0,THAR,NA,3,0,1,NA,1,0,BEFORE,0,0,large
359,20-Jun-16,,GY,6,PAUN NEAR,PAUN,THAR,M,,9,3,8,7,4,0,THAR,NA,3,0,1,0.3,1,0,POST,1,1,large
244,16-Jul-16,,O,8,PAUN MED,PAUN,THSY,M,OPEN,5,7,,9,3,3,THSY,NA,5,0,1,NA,1,0,BEFORE,0,0,large
245,16-Jul-16,,O,8,PAUN MED,PAUN,THSY,M,OPEN,5,7,,9,3,3,THSY,NA,5,1,0,0.688,1,0,POST,5,0,large
246,16-Jul-16,,O,8,PAUN MED,PAUN,THSY,M,OPEN,5,7,,9,3,3,THSY,NA,5,1,0,0.311,0,1,POST,NA,NA,large